22223,21:54:23,114.036285,22.5229,1,1
22223,21:55:37,114.035965,22.522667,0,1
22223,21:56:07,114.035919,22.522633,0,0
22223,22:56:42,114.03447,22.530382,1,68
22223,22:58:27,114.02095,22.532316,1,0
22223,21:39:50,114.01812,22.560568,1,42
22223,23:10:32,114.014549,22.562134,1,6
22223,21:40:29,114.01355,22.560801,1,41
22223,10:31:40,114.007149,22.557318,0,66
22223,10:30:25,113.994316,22.556717,0,67
22223,10:25:47,113.94735,22.555616,0,67
22223,10:24:25,113.932182,22.555183,0,75
22223,10:17:36,113.889969,22.549883,0,0
22223,10:07:35,113.887482,22.547832,0,0
22223,10:07:50,113.887466,22.547832,0,0
22223,08:39:05,113.886803,22.547617,0,0
22223,00:30:36,114.26133,22.5889,0,46
22223,00:18:22,114.235985,22.563618,1,37
22223,00:17:59,114.233864,22.563932,1,36
22223,00:14:19,114.230553,22.561567,1,30
22223,00:40:02,114.215698,22.557417,1,63
22223,00:42:23,114.191383,22.556168,1,53
22223,00:04:09,114.170998,22.5625,1,47
22223,00:45:31,114.167534,22.562834,1,75
22223,01:10:26,114.161133,22.604668,0,36
22223,01:44:01,114.157585,22.560682,1,43
22223,11:19:29,114.155968,22.609882,0,52
22223,01:05:39,114.1558,22.59705,1,55
22223,01:43:16,114.155098,22.558983,1,81
22223,00:00:45,114.154366,22.558649,1,81
22223,07:04:03,114.154182,22.608433,0,51
22223,11:29:06,114.152351,22.596018,1,50
22223,07:03:33,114.150284,22.607933,0,43
22223,01:12:56,114.150253,22.591183,0,53
22223,20:46:25,114.149353,22.6085,0,42
22223,11:24:08,114.146301,22.60955,0,0
22223,01:13:49,114.145821,22.586533,0,62
22223,20:47:18,114.145653,22.609783,0,0
22223,11:23:30,114.145416,22.609617,0,3
22223,20:26:19,114.144035,22.554501,0,0
22223,19:15:11,114.143982,22.554733,0,0
22223,14:59:14,114.143913,22.554733,0,0
22223,01:58:16,114.143684,22.555651,0,54
22223,01:14:52,114.141014,22.580482,0,47
22223,11:32:45,114.139618,22.577633,1,31
22223,01:01:52,114.139198,22.5755,1,36
22223,11:52:58,114.089264,22.545317,0,38
22223,12:52:20,114.092018,22.543333,1,55
22223,23:48:25,114.094185,22.558483,1,62
22223,12:00:45,114.095398,22.540466,0,3
22223,23:49:09,114.099251,22.557234,1,47
22223,12:03:29,114.101982,22.54195,1,22
22223,12:30:28,114.108398,22.575968,1,35
22223,12:30:07,114.109497,22.576584,1,6
22223,12:29:55,114.11013,22.5767,1,45
22223,21:20:31,114.114304,22.587049,1,25
22223,21:28:25,114.114853,22.57995,1,54
22223,21:20:16,114.114929,22.586233,1,12
22223,07:10:44,114.115135,22.576599,1,70
22223,11:44:52,114.11647,22.550167,1,24
22223,06:29:06,114.118202,22.583817,0,13
22223,11:40:33,114.121147,22.556999,1,45
22223,12:18:33,114.122902,22.571083,1,0
22223,00:59:29,114.123398,22.576134,0,33
22223,12:21:41,114.12365,22.5765,0,35
22223,13:00:41,114.126083,22.548,1,0
22223,13:06:14,114.126701,22.549767,1,29
22223,12:22:25,114.126999,22.575768,0,28
22223,13:04:59,114.127831,22.549433,1,21
22223,01:30:00,114.128799,22.585684,0,31
22223,06:54:09,114.130531,22.61075,0,2
22223,01:31:01,114.131485,22.58205,0,15
22223,01:31:09,114.131599,22.582083,0,0
22223,01:38:12,114.131668,22.575184,1,38
22223,10:47:54,114.131714,22.575033,0,44
22223,06:10:42,114.131821,22.579634,0,0
22223,13:10:42,114.132446,22.545433,1,23
22223,01:24:07,114.1325,22.584499,0,29
22223,01:32:03,114.133003,22.5819,1,11
22223,06:55:47,114.134514,22.609882,0,27
22223,21:10:24,114.13533,22.609949,1,0
22223,11:36:54,114.137817,22.569082,1,21
22223,06:56:17,114.137833,22.609167,0,14
22223,11:14:56,114.137901,22.575283,0,8
22223,11:35:30,114.13813,22.573299,1,46
22223,20:39:14,114.138916,22.5748,0,0
22223,02:03:31,114.138916,22.574883,0,0
22223,11:33:22,114.13932,22.576433,1,0
22223,01:14:43,114.141098,22.581617,0,49
22223,20:32:36,114.143166,22.57,1,18
22223,01:14:14,114.143471,22.584316,0,57
22223,16:49:38,114.143936,22.554783,0,0
22223,20:25:19,114.144096,22.554632,0,0
22223,21:06:06,114.145401,22.60965,0,0
22223,20:47:33,114.145653,22.609751,0,0
22223,00:00:00,114.145714,22.555317,1,80
22223,01:13:10,114.150368,22.589582,0,42
22223,11:29:20,114.151932,22.594351,1,48
22223,01:05:01,114.151985,22.594151,1,50
22223,11:19:36,114.15522,22.610216,0,49
22223,11:26:26,114.15567,22.609051,1,66
22223,01:45:02,114.158615,22.5667,1,44
22223,01:53:51,114.165718,22.56675,0,24
22223,00:03:08,114.167366,22.562532,0,8
22223,01:52:13,114.171181,22.566883,0,36
22223,00:39:54,114.216965,22.557333,1,60
22223,00:12:19,114.228966,22.555933,1,7
22223,00:14:49,114.229149,22.560183,1,12
22223,00:16:28,114.231369,22.562218,0,22
22223,00:17:29,114.231598,22.562349,1,29
22223,00:38:01,114.233215,22.558649,1,60
22223,00:37:46,114.235016,22.559999,1,57
22223,00:21:17,114.245598,22.568483,1,58
22223,00:22:10,114.247734,22.571301,1,19
22223,00:22:24,114.248848,22.5721,1,51
22223,00:33:06,114.252029,22.576633,0,59
22223,00:30:06,114.259804,22.589466,0,29
22223,10:06:05,113.886848,22.547583,0,0
22223,21:31:42,114.091949,22.567682,1,44
22223,10:14:13,113.887497,22.547832,0,0
22223,07:30:56,113.909203,22.551817,1,80
22223,10:24:16,113.930634,22.555134,0,76
22223,10:26:11,113.95192,22.556217,0,77
22223,10:27:25,113.964752,22.557266,0,64
22223,07:25:26,113.97097,22.557234,1,69
22223,07:24:46,113.97805,22.557301,1,73
22223,10:28:55,113.979866,22.557568,0,66
22223,10:29:40,113.987396,22.559067,0,66
22223,10:30:10,113.992249,22.557699,0,61
22223,23:18:33,114.014,22.5634,1,68
22223,23:07:39,114.017448,22.552601,1,73
22223,23:01:29,114.019447,22.535732,1,0
22223,21:39:35,114.019585,22.5604,1,45
22223,21:46:52,114.019768,22.534201,0,3
22223,21:47:14,114.019783,22.534201,0,0
22223,21:45:13,114.02095,22.532316,1,26
22223,23:03:32,114.028053,22.540133,1,37
22223,21:51:58,114.032265,22.526251,1,0
22223,21:52:28,114.033134,22.525833,1,39
22223,22:46:30,114.033852,22.529051,1,25
22223,22:50:34,114.035004,22.530067,0,54
22223,07:19:16,114.038254,22.5632,1,80
22223,22:51:04,114.038597,22.530451,0,41
22223,22:43:27,114.0392,22.522783,1,33
22223,22:07:04,114.040604,22.530483,1,13
22223,22:51:29,114.040848,22.530718,0,24
22223,22:05:19,114.041084,22.52685,1,19
22223,22:05:04,114.041252,22.525967,1,18
22223,22:55:47,114.042183,22.531267,1,38
22223,22:01:24,114.04332,22.523367,0,31
22223,23:35:56,114.043503,22.600616,0,0
22223,22:10:32,114.044685,22.5329,0,38
22223,22:52:36,114.04512,22.531151,0,26
22223,22:10:02,114.045502,22.53055,0,36
22223,23:32:13,114.045769,22.605783,0,3
22223,22:54:24,114.046432,22.533318,1,33
22223,23:32:58,114.046501,22.604967,0,1
22223,23:22:04,114.050514,22.564882,1,71
22223,22:21:48,114.055496,22.518566,1,63
22223,22:35:37,114.060219,22.527617,0,0
22223,22:33:50,114.062347,22.526051,0,0
22223,23:42:14,114.067383,22.573168,1,53
22223,12:40:46,114.067665,22.558216,1,84
22223,12:46:49,114.067902,22.546734,0,45
22223,12:48:19,114.072815,22.54285,0,34
22223,12:48:44,114.075516,22.542933,0,44
22223,23:45:52,114.075584,22.558149,1,74
22223,10:39:28,114.079117,22.572517,0,35
22223,12:37:49,114.081467,22.572468,1,40
22223,12:37:42,114.08213,22.572283,1,43
22223,07:13:08,114.093651,22.5681,1,44
22223,11:58:45,114.091316,22.5417,0,0
22223,11:54:59,114.091133,22.543533,0,7
22223,23:47:46,114.090584,22.558332,1,0
22223,10:42:06,114.088036,22.566601,0,30
22223,07:16:06,114.073402,22.570499,1,68
22223,12:47:19,114.068871,22.543034,0,56
22223,10:37:59,114.067947,22.569,0,14
22223,12:41:44,114.067764,22.548283,1,82
22223,23:44:29,114.06768,22.558483,1,0
22223,22:26:33,114.06768,22.519318,0,12
22223,10:37:35,114.065765,22.56875,0,41
22223,12:44:19,114.063553,22.547533,0,25
22223,22:30:11,114.063187,22.527018,0,32
22223,22:31:26,114.063164,22.533899,0,2
22223,22:36:37,114.059235,22.5273,1,26
22223,23:22:50,114.058601,22.56645,1,67
22223,23:22:29,114.054802,22.564983,1,71
22223,23:26:07,114.054581,22.581667,1,52
22223,23:26:22,114.053535,22.583717,1,66
22223,22:14:38,114.047729,22.531601,1,27
22223,23:30:19,114.046585,22.604567,1,13
22223,21:36:57,114.046318,22.565117,1,76
22223,22:09:47,114.045464,22.5312,0,34
22223,22:17:24,114.044548,22.526283,1,0
22223,23:36:58,114.043503,22.600616,0,0
22223,22:04:49,114.04158,22.525049,1,25
22223,22:06:19,114.041016,22.528517,1,24
22223,22:51:28,114.040848,22.530718,0,24
22223,21:55:52,114.035934,22.522667,0,0
22223,22:46:45,114.033813,22.528618,1,0
22223,21:43:13,114.02298,22.540768,1,53
22223,23:19:18,114.019531,22.5599,1,64
22223,07:20:54,114.019264,22.560183,1,72
22223,23:10:17,114.014618,22.561899,1,11
22223,23:16:18,114.01358,22.566017,1,12
22223,07:24:16,113.983383,22.558483,1,69
22223,07:27:55,113.943436,22.555134,1,69
22223,07:29:03,113.929901,22.555233,1,78
22223,10:16:06,113.88752,22.54785,0,0
22223,10:08:50,113.887466,22.547832,0,0
22223,09:44:05,113.886864,22.547567,0,0
22223,07:39:05,113.886833,22.547583,1,0
22223,00:29:36,114.256836,22.590668,0,36
22223,00:33:21,114.25058,22.576134,0,44
22223,00:33:36,114.250198,22.574568,0,56
22223,00:26:21,114.248314,22.588751,1,0
22223,00:34:29,114.247765,22.57165,0,0
22223,00:09:48,114.22332,22.552549,1,36
22223,00:06:24,114.191071,22.555967,1,70
22223,01:48:33,114.173149,22.566851,1,28
22223,00:45:54,114.162781,22.562733,1,80
22223,00:46:16,114.1586,22.561617,1,78
22223,00:00:32,114.152168,22.556816,1,81
22223,01:04:40,114.150352,22.591766,1,66
22223,20:46:10,114.15023,22.60815,0,0
22223,20:45:17,114.150131,22.608032,0,20
22223,11:21:36,114.147766,22.609283,0,64
22223,01:42:14,114.145035,22.555283,1,57
22223,20:30:34,114.144699,22.560333,1,52
22223,18:50:11,114.144035,22.554716,0,0
22223,20:05:19,114.144035,22.554701,0,0
22223,13:34:14,114.14402,22.55475,0,0
22223,19:00:11,114.143967,22.554733,0,0
22223,17:39:54,114.143951,22.554768,0,0
22223,17:14:47,114.143936,22.55475,0,0
22223,07:06:26,114.143867,22.589867,0,79
22223,20:32:29,114.143501,22.569967,1,18
22223,13:16:52,114.143448,22.552183,0,0
22223,13:15:06,114.142815,22.550234,0,0
22223,01:02:22,114.14032,22.578199,1,44
22223,21:09:08,114.138649,22.609266,1,0
22223,11:36:38,114.137947,22.569851,1,5
22223,11:14:03,114.137901,22.5753,0,0
22223,13:11:27,114.135567,22.545549,1,38
22223,02:18:57,114.134666,22.579268,0,0
22223,02:14:32,114.134621,22.579283,0,0
22223,01:00:59,114.134583,22.5763,0,55
22223,01:37:12,114.134384,22.573183,1,19
22223,01:20:06,114.13427,22.579384,0,0
22223,01:33:03,114.133469,22.579517,1,43
22223,10:48:24,114.132065,22.5746,0,0
22223,11:08:31,114.131882,22.574516,0,0
22223,06:15:43,114.131851,22.579617,0,0
22223,04:50:34,114.131851,22.579582,0,0
22223,11:09:16,114.131836,22.574499,0,2
22223,03:50:34,114.131798,22.579617,0,0
22223,21:12:32,114.13047,22.610983,1,35
22223,12:25:14,114.12738,22.574533,1,21
22223,13:06:59,114.125832,22.548166,1,0
22223,00:51:56,114.124649,22.563232,1,43
22223,12:17:33,114.122353,22.570833,1,25
22223,07:10:06,114.122116,22.576717,1,75
22223,06:23:51,114.11937,22.576834,0,53
22223,12:11:51,114.119164,22.559151,1,55
22223,06:34:06,114.118149,22.583767,0,0
22223,11:45:17,114.116714,22.548582,1,0
22223,12:08:34,114.116669,22.549351,1,56
22223,06:24:21,114.116386,22.578199,0,46
22223,21:28:10,114.114235,22.582117,1,58
22223,21:19:01,114.11422,22.585533,1,1
22223,11:46:39,114.111366,22.545584,1,65
22223,11:47:33,114.102066,22.5441,1,64
22223,07:12:20,114.101418,22.571533,1,75
22223,12:53:20,114.098953,22.5434,1,0
22223,12:00:00,114.094986,22.541451,0,13
22223,23:03:07,114.025169,22.53965,1,46
22223,21:50:49,114.030296,22.5273,1,32
22223,21:50:58,114.030952,22.526934,1,36
22223,22:48:17,114.032532,22.526567,0,16
22223,22:47:54,114.032967,22.527149,0,36
22223,22:56:49,114.033432,22.530268,1,66
22223,22:56:33,114.036133,22.530567,1,64
22223,07:32:26,113.899384,22.549583,1,67
22223,21:53:58,114.036346,22.522917,1,2
22223,21:58:16,114.037453,22.523434,0,12
22223,21:59:54,114.041496,22.521282,0,0
22223,22:09:09,114.041847,22.530951,0,19
22223,22:04:11,114.042618,22.524717,1,24
22223,22:15:46,114.043465,22.532017,1,11
22223,23:35:23,114.043503,22.600616,0,0
22223,23:37:20,114.0439,22.599833,0,27
22223,22:02:33,114.044884,22.525734,1,8
22223,10:30:55,113.999336,22.555733,0,72
22223,22:42:04,114.045364,22.5194,1,66
22223,23:32:07,114.045784,22.605818,0,0
22223,23:33:43,114.046234,22.604151,0,31
22223,22:12:19,114.047935,22.535101,0,12
22223,22:20:54,114.04818,22.5184,1,62
22223,09:49:05,113.886887,22.547567,0,0
22223,10:18:51,113.893715,22.553034,0,32
22223,23:25:52,114.055534,22.57995,1,66
22223,22:36:07,114.059685,22.527599,1,0
22223,23:24:13,114.061203,22.573517,1,56
22223,12:44:33,114.064529,22.547518,0,17
22223,12:45:11,114.065681,22.547518,0,3
22223,12:42:29,114.066071,22.543083,1,46
22223,12:47:28,114.068581,22.541933,0,37
22223,21:34:27,114.073181,22.570351,1,71
22223,12:34:54,114.084702,22.570667,1,29
22223,12:34:32,114.085953,22.568832,1,68
22223,10:42:36,114.090668,22.567232,0,34
22223,11:53:59,114.091103,22.54455,0,2
22223,11:57:44,114.091347,22.5417,0,0
22223,12:52:50,114.097183,22.543432,1,62
22223,10:43:29,114.097267,22.569183,0,67
22223,10:44:14,114.104431,22.5732,0,69
22223,12:56:33,114.106087,22.544666,1,20
22223,11:46:54,114.108452,22.545099,1,79
22223,07:36:34,113.890297,22.550283,1,0
22223,21:29:25,114.112053,22.576584,1,44
22223,21:19:46,114.11467,22.585899,1,0
22223,21:26:32,114.114799,22.586018,1,17
22223,21:24:01,114.114883,22.589951,0,15
22223,21:22:31,114.115036,22.590401,1,24
22223,06:48:51,114.115234,22.582001,0,0
22223,06:44:21,114.115799,22.58215,0,28
22223,11:45:16,114.116714,22.548582,1,0
22223,06:42:06,114.118118,22.583717,0,0
22223,12:10:43,114.119698,22.555218,1,41
22223,23:18:03,114.012703,22.566933,1,36
22223,00:54:19,114.120064,22.566584,1,11
22223,10:13:05,113.887497,22.547832,0,0
22223,00:56:21,114.120819,22.568783,0,14
22223,12:19:48,114.121864,22.573967,1,17
22223,00:57:14,114.122581,22.571917,0,39
22223,09:04:05,113.886833,22.547583,0,0
22223,12:27:14,114.124115,22.574432,1,0
22223,00:57:44,114.124252,22.572233,0,0
22223,10:46:23,114.125015,22.57695,0,71
22223,11:39:25,114.125534,22.559433,1,0
22223,13:00:11,114.126015,22.548,1,0
22223,12:22:11,114.126801,22.576733,0,24
22223,12:23:36,114.128418,22.574932,0,0
22223,01:00:29,114.130486,22.577517,0,56
22223,06:53:24,114.130569,22.610733,0,4
22223,10:47:24,114.131401,22.577383,0,24
22223,06:54:24,114.13163,22.610533,0,49
22223,00:50:18,114.131866,22.562033,1,28
22223,11:38:10,114.132347,22.562799,1,62
22223,01:32:18,114.13282,22.580732,1,42
22223,06:54:54,114.134285,22.609917,0,0
22223,06:55:17,114.134285,22.609917,0,0
22223,01:20:29,114.134331,22.5795,0,0
22223,02:19:02,114.134651,22.5793,0,0
22223,01:36:34,114.137184,22.571632,1,31
22223,08:54:05,113.886833,22.547567,0,0
22223,10:22:46,113.9151,22.554899,0,65
22223,21:09:53,114.137283,22.609501,1,45
22223,01:01:37,114.137802,22.575184,1,65
22223,02:02:16,114.137833,22.570551,0,36
22223,11:14:33,114.137848,22.5753,0,0
22223,20:33:59,114.138664,22.5702,1,12
22223,20:40:14,114.138947,22.574751,0,0
22223,02:00:16,114.139153,22.564466,0,25
22223,07:07:50,114.139282,22.576218,1,59
22223,11:33:52,114.139336,22.576433,1,0
22223,11:32:53,114.13958,22.577183,1,25
22223,01:03:00,114.141365,22.582867,1,50
22223,07:34:19,113.895287,22.553818,1,0
22223,11:31:45,114.141602,22.583233,1,42
22223,20:32:59,114.141647,22.56975,1,18
22223,20:29:49,114.14325,22.556368,1,20
22223,20:28:04,114.143829,22.554882,0,17
22223,14:39:14,114.143951,22.55475,0,0
22223,16:44:30,114.143967,22.5548,0,0
22223,18:35:11,114.143982,22.554716,0,0
22223,14:04:14,114.143997,22.554667,0,0
22223,13:17:44,114.14402,22.554617,0,2
22223,20:30:19,114.144066,22.558767,1,50
22223,01:58:10,114.144547,22.555582,0,58
22223,20:31:04,114.145798,22.5641,1,33
22223,20:45:32,114.1502,22.608084,0,0
22223,20:45:47,114.15023,22.608168,0,0
22223,01:05:09,114.152229,22.595234,1,63
22223,11:27:26,114.160431,22.605682,1,61
22223,00:03:39,114.167732,22.56255,1,20
22223,00:12:49,114.231201,22.557117,1,56
22223,00:17:44,114.232498,22.5632,1,39
22223,00:24:26,114.247749,22.583401,1,66
22223,00:23:55,114.251053,22.580532,1,53
22223,00:29:51,114.25843,22.590033,0,44
22223,00:30:51,114.262947,22.588182,0,38
22223,23:01:59,114.01902,22.537718,1,30
22223,21:48:54,114.023819,22.535084,1,33
22223,21:43:43,114.024033,22.537132,1,58
22223,22:53:06,114.045166,22.530567,0,19
22223,23:32:43,114.046402,22.605417,0,6
22223,22:14:53,114.046852,22.531601,1,28
22223,22:11:56,114.047981,22.534651,0,0
22223,22:11:39,114.04805,22.534451,0,22
22223,22:21:24,114.051819,22.518066,1,50
22223,10:36:11,114.055016,22.565033,0,61
22223,07:17:21,114.060783,22.567699,1,72
22223,23:24:44,114.061218,22.57725,1,48
22223,22:23:39,114.061417,22.520634,1,21
22223,23:24:52,114.062218,22.577299,1,43
22223,22:32:27,114.06282,22.53195,1,58
22223,12:43:09,114.06282,22.545433,1,17
22223,22:32:12,114.06292,22.534166,1,54
22223,22:27:56,114.063118,22.519367,0,14
22223,22:29:56,114.063301,22.526117,0,11
22223,12:42:14,114.067436,22.543917,1,59
22223,12:40:29,114.06765,22.561399,1,58
22223,10:38:20,114.069916,22.569267,0,46
22223,12:36:09,114.084549,22.57085,1,0
22223,10:41:06,114.085266,22.569151,0,25
22223,21:32:57,114.085403,22.5693,1,45
22223,12:51:19,114.087952,22.543182,0,0
22223,12:51:34,114.08847,22.543217,0,36
22223,11:58:16,114.091347,22.541683,0,0
22223,11:49:40,114.093819,22.543417,1,41
22223,12:32:23,114.0961,22.569183,1,48
22223,12:31:59,114.098167,22.569983,1,47
22223,11:47:46,114.100052,22.543633,1,51
22223,12:02:37,114.100349,22.541134,0,5
22223,23:52:48,114.100464,22.547333,1,11
22223,10:43:59,114.10202,22.571716,0,73
22223,11:47:09,114.10553,22.544649,1,80
22223,21:16:52,114.109085,22.591801,1,42
22223,12:57:11,114.110252,22.545334,1,63
22223,21:27:10,114.112251,22.584368,1,29
22223,06:49:36,114.11277,22.585068,0,50
22223,21:26:39,114.114487,22.585817,1,23
22223,21:24:46,114.114632,22.588318,0,13
22223,12:14:54,114.115051,22.560217,0,40
22223,12:57:56,114.116486,22.546167,1,25
22223,12:14:24,114.116669,22.55895,0,37
22223,10:45:38,114.116966,22.576567,0,71
22223,06:23:21,114.123619,22.577101,0,56
22223,00:59:14,114.123886,22.575117,0,33
22223,00:52:34,114.124496,22.563917,1,0
22223,12:26:14,114.124802,22.572651,1,0
22223,13:08:09,114.125832,22.548149,1,0
22223,13:00:26,114.126068,22.548,1,0
22223,13:03:20,114.127151,22.549833,1,0
22223,06:22:43,114.12838,22.577818,0,39
22223,10:10:20,113.887466,22.547832,0,0
22223,01:30:55,114.131035,22.58205,0,34
22223,02:20:25,114.131752,22.579582,0,0
22223,05:05:34,114.131836,22.579533,0,0
22223,05:10:34,114.131836,22.579617,0,0
22223,05:45:42,114.131851,22.579733,0,0
22223,01:01:14,114.135414,22.575933,0,0
22223,01:38:57,114.135483,22.576166,1,72
22223,20:34:59,114.13813,22.569283,1,11
22223,02:03:01,114.138916,22.5749,0,13
22223,01:35:18,114.139,22.575399,1,0
22223,01:15:13,114.140137,22.578716,0,31
22223,01:59:01,114.14032,22.558416,0,50
22223,01:14:30,114.141502,22.583033,0,55
22223,13:14:13,114.141632,22.549801,0,24
22223,13:14:51,114.142784,22.550234,0,0
22223,00:47:47,114.142784,22.555634,1,72
22223,20:27:49,114.143768,22.554617,0,0
22223,20:10:19,114.143967,22.554716,0,0
22223,13:17:39,114.143997,22.55455,0,10
22223,13:59:14,114.143997,22.554684,0,0
22223,19:50:11,114.143997,22.554716,0,0
22223,17:09:47,114.143997,22.554783,0,0
22223,19:20:11,114.14402,22.554768,0,0
22223,20:25:54,114.144051,22.554667,0,0
22223,06:57:33,114.145035,22.609699,0,0
22223,06:58:18,114.145302,22.6096,0,0
22223,06:59:18,114.14547,22.609617,0,4
22223,01:57:46,114.148354,22.555866,0,62
22223,01:13:26,114.148483,22.588617,0,53
22223,11:25:01,114.149384,22.608351,1,0
22223,11:20:36,114.150436,22.608049,0,0
22223,11:21:06,114.150497,22.608032,0,0
22223,11:29:37,114.150665,22.5928,1,55
22223,11:19:28,114.155968,22.609882,0,52
22223,01:10:10,114.162567,22.605734,0,44
22223,01:55:22,114.164467,22.564617,0,0
22223,01:46:32,114.165283,22.566799,1,0
22223,01:47:47,114.170616,22.566784,1,0
22223,00:09:10,114.21933,22.556482,1,54
22223,00:39:09,114.223732,22.55695,1,59
22223,00:24:56,114.244934,22.584967,1,40
22223,00:34:59,114.247765,22.571667,0,0
22223,22:20:39,114.046097,22.518984,1,60
22223,07:35:04,113.89505,22.554068,1,14
22223,10:22:40,113.914185,22.554417,0,69
22223,10:23:16,113.919701,22.555567,0,61
22223,10:25:32,113.944817,22.555149,0,76
22223,10:28:10,113.972549,22.556749,0,69
22223,10:29:55,113.989868,22.558718,0,68
22223,07:23:24,113.992531,22.557583,1,72
22223,23:17:18,114.013084,22.567051,1,13
22223,07:21:24,114.013565,22.5599,1,74
22223,23:15:03,114.013885,22.565268,1,7
22223,23:14:32,114.014084,22.5646,1,2
22223,23:11:47,114.014435,22.562834,1,4
22223,23:01:44,114.019302,22.536568,1,33
22223,23:01:14,114.019432,22.535732,1,0
22223,23:00:36,114.019669,22.534651,1,32
22223,23:00:06,114.019966,22.533117,0,4
22223,22:59:28,114.020554,22.532333,0,19
22223,21:42:35,114.022064,22.545418,1,55
22223,23:06:16,114.02253,22.54385,1,47
22223,23:02:52,114.023453,22.539618,1,51
22223,21:38:50,114.025681,22.561117,1,62
22223,21:51:19,114.032265,22.526251,1,0
22223,22:56:41,114.034821,22.530416,1,68
22223,07:19:31,114.035469,22.562717,1,78
22223,22:43:12,114.040253,22.5221,1,37
22223,07:19:01,114.041481,22.563833,1,76
22223,22:51:43,114.041733,22.530867,0,20
22223,22:04:26,114.04203,22.524532,1,19
22223,21:51:04,114.031448,22.526649,1,37
22223,22:44:27,114.034515,22.525249,1,46
22223,22:05:34,114.041115,22.527117,1,8
22223,22:55:54,114.041367,22.531166,1,41
22223,22:01:32,114.043648,22.524017,0,41
22223,22:11:19,114.047966,22.533466,0,20
22223,22:41:18,114.05088,22.519016,1,57
22223,07:18:06,114.052048,22.564917,1,81
22223,23:22:27,114.054451,22.564934,1,71
22223,23:22:35,114.05587,22.56525,1,72
22223,22:23:54,114.062248,22.519917,1,33
22223,12:43:02,114.062836,22.545017,1,53
22223,23:43:29,114.067665,22.560699,1,70
22223,23:44:59,114.06768,22.558216,1,15
22223,22:26:18,114.06797,22.518999,0,4
22223,07:37:49,113.886833,22.547518,1,9
22223,23:45:38,114.072884,22.558132,1,74
22223,12:49:49,114.080536,22.54315,0,38
22223,12:37:27,114.083321,22.571768,1,28
22223,12:50:34,114.08567,22.543118,0,32
22223,11:53:28,114.091103,22.545218,0,13
22223,11:57:29,114.091347,22.541767,0,17
22223,10:27:10,113.962448,22.556732,0,67
22223,12:33:38,114.091682,22.567932,1,23
22223,11:59:45,114.093636,22.541567,0,33
22223,23:14:48,114.013947,22.565033,1,15
22223,12:53:05,114.09877,22.543383,1,37
22223,23:50:32,114.099503,22.555117,1,15
